gene	chrom	start	end
Smp_315560	SM_V7_6	11676761	11697221
Smp_315570	SM_V7_6	11699321	11711035
Smp_315580	SM_V7_6	12553321	12574265
Smp_315600	SM_V7_2	40325110	40382522
Smp_315610	SM_V7_2	40434351	40444587
Smp_315650	SM_V7_5	6366080	6376422
Smp_315690	SM_V7_1	103403	151162
Smp_315700	SM_V7_1	38627706	38673343
Smp_315710	SM_V7_1	81217428	81308350
Smp_315720	SM_V7_7	4345200	4415684
Smp_315730	SM_V7_4	15111307	15193952
Smp_315740	SM_V7_ZW	51144213	51174723
Smp_315750	SM_V7_5	4680320	4698097
Smp_315760	SM_V7_1	52173791	52201085
Smp_315770	SM_V7_6	1519839	1655975
Smp_315780	SM_V7_7	16876737	16999414
Smp_315790	SM_V7_1	45783629	45918033
Smp_315800	SM_V7_6	21358372	21484126
Smp_315810	SM_V7_ZW	68473440	68667932
Smp_315820	SM_V7_7	7103408	7183855
Smp_315830	SM_V7_1	44798741	44867431
Smp_315840	SM_V7_4	17070728	17164550
Smp_315850	SM_V7_2	20004660	20052182
Smp_315860	SM_V7_2	18077444	18101172
Smp_315870	SM_V7_5	10050964	10075262
Smp_315880	SM_V7_4	9536368	9539270
Smp_315890	SM_V7_1	50572462	50592893
Smp_315900	SM_V7_4	3744664	3912158
Smp_315910	SM_V7_6	7448314	7502042
Smp_315980	SM_V7_ZW	28522961	28528531
Smp_315990	SM_V7_ZW	28533326	28538800
Smp_316000	SM_V7_7	16242386	16279548
Smp_316020	SM_V7_4	17911300	17917392
Smp_316030	SM_V7_4	17907841	17909522
Smp_316080	SM_V7_6	17063391	17098452
Smp_316090	SM_V7_6	17110576	17135342
Smp_316100	SM_V7_6	20377100	20378818
Smp_316110	SM_V7_6	20379403	20385568
Smp_316120	SM_V7_4	44948824	44958019
Smp_316130	SM_V7_4	44968153	44973316
Smp_316140	SM_V7_2	9404320	9405027
Smp_316150	SM_V7_2	9412952	9413667
Smp_316160	SM_V7_2	9433454	9434167
Smp_316170	SM_V7_2	9440955	9442317
Smp_316180	SM_V7_4	18875473	18888203
Smp_316200	SM_V7_4	18978900	18997366
Smp_316210	SM_V7_4	19093960	19164731
Smp_316220	SM_V7_4	19172100	19207754
Smp_316230	SM_V7_4	19240742	19251056
Smp_316240	SM_V7_4	19277660	19331646
Smp_316250	SM_V7_4	19779797	19812028
Smp_316260	SM_V7_4H011	26856	33832
Smp_316270	SM_V7_1	36969448	36981393
Smp_316290	SM_V7_1H027	17196	24271
Smp_316320	SM_V7_6	7390927	7424722
Smp_316340	SM_V7_4	10669709	10737773
Smp_316360	SM_V7_4	44572696	44574938
Smp_316380	SM_V7_2	39531861	39561978
Smp_316390	SM_V7_2	39562451	39609006
Smp_316430	SM_V7_4	42729715	42730254
Smp_316440	SM_V7_1	44318733	44331462
Smp_316450	SM_V7_ZWU004	42467	55982
Smp_316460	SM_V7_3	34526015	34610000
Smp_316470	SM_V7_7	443539	447007
Smp_316480	SM_V7_7	519757	537237
Smp_316490	SM_V7_7	619001	637314
Smp_316530	SM_V7_ZW	35226074	35243953
Smp_316540	SM_V7_ZW	35774914	35782610
Smp_316550	SM_V7_ZW	37777106	37782403
Smp_316570	SM_V7_ZW	42397105	42401451
Smp_316580	SM_V7_ZW	64161405	64176568
Smp_316610	SM_V7_ZW	81084928	81085659
Smp_316620	SM_V7_ZW	82111611	82124946
Smp_316630	SM_V7_ZW	83561967	83581893
Smp_316640	SM_V7_ZW	85003457	85019485
Smp_316650	SM_V7_2H024	18698	28752
Smp_316660	SM_V7_3	3156837	3252832
Smp_316680	SM_V7_5	8242471	8264142
Smp_316690	SM_V7_3	25757307	25758735
Smp_316700	SM_V7_4	3619473	3620565
Smp_316710	SM_V7_2	21814530	21832305
Smp_316720	SM_V7_2	22378862	22381226
Smp_316730	SM_V7_4	36430834	36433383
Smp_316750	SM_V7_2H009	56165	76222
Smp_316760	SM_V7_6	17511878	17513151
Smp_316770	SM_V7_6	17838290	17841152
Smp_316780	SM_V7_7	281317	293512
Smp_316790	SM_V7_7	397566	411030
Smp_316800	SM_V7_7	7247927	7249072
Smp_316810	SM_V7_7	17832446	17834534
Smp_316820	SM_V7_ZWH010	33626	35009
Smp_316850	SM_V7_1	51162256	51163745
Smp_316860	SM_V7_1	70960121	70962672
Smp_316890	SM_V7_ZWH001	3836	61033
Smp_316910	SM_V7_ZW	12392462	12397239
Smp_316920	SM_V7_ZW	17667328	17668639
Smp_317010	SM_V7_3H001	16096	16816
Smp_317020	SM_V7_2	232059	256022
Smp_317040	SM_V7_2	15370007	15371728
Smp_317050	SM_V7_2H009	6739	33372
Smp_317060	SM_V7_4	12340966	12343610
Smp_317070	SM_V7_4	23145913	23155365
Smp_317120	SM_V7_4	40746980	40754462
Smp_317130	SM_V7_6	16688509	16689273
Smp_317140	SM_V7_4	47135677	47150422
Smp_317150	SM_V7_5	715802	729876
Smp_317160	SM_V7_5	7043912	7045758
Smp_317170	SM_V7_5	7061742	7063645
Smp_317180	SM_V7_5	7067507	7069098
Smp_317190	SM_V7_5	7252412	7253902
Smp_317200	SM_V7_5	7269432	7270504
Smp_317210	SM_V7_5	20958463	20963334
Smp_317220	SM_V7_6	512250	521227
Smp_317230	SM_V7_6	576306	580977
Smp_317240	SM_V7_6	591674	597192
Smp_317250	SM_V7_6	611211	616047
Smp_317270	SM_V7_5	7240096	7248288
Smp_317370	SM_V7_1	49310527	49357386
Smp_317400	SM_V7_7	659435	675997
Smp_317420	SM_V7_4	11537843	11614094
Smp_317430	SM_V7_6	2792888	2799213
Smp_317460	SM_V7_4	53696	67461
Smp_317470	SM_V7_1	256087	290896
Smp_317480	SM_V7_6	15755448	15759750
Smp_317490	SM_V7_6	15868204	15870958
Smp_317500	SM_V7_6	16942740	16945005
Smp_317510	SM_V7_6	17041874	17057902
Smp_317520	SM_V7_6	17470866	17472664
Smp_317530	SM_V7_6	17551251	17551879
Smp_317540	SM_V7_6	17582859	17606114
Smp_317550	SM_V7_1	37914332	37915907
Smp_317560	SM_V7_6	19820898	19825971
Smp_317580	SM_V7_6	20173082	20174611
Smp_317590	SM_V7_6	20180450	20181058
Smp_317600	SM_V7_6	21249727	21255748
Smp_317620	SM_V7_6	22108721	22116366
Smp_317630	SM_V7_6	22414303	22422246
Smp_317640	SM_V7_6	22481159	22497885
Smp_317660	SM_V7_6	22527213	22534563
Smp_317670	SM_V7_6	22538645	22565705
Smp_317690	SM_V7_6	22591093	22593087
Smp_317700	SM_V7_6	23074734	23082139
Smp_317720	SM_V7_6	23382039	23382600
Smp_317730	SM_V7_6	23401769	23402333
Smp_317740	SM_V7_6	23451609	23452173
Smp_317750	SM_V7_6	23541714	23542255
Smp_317760	SM_V7_6	23560559	23573016
Smp_317770	SM_V7_6	23696807	23697482
Smp_317780	SM_V7_6	24401425	24402420
Smp_317790	SM_V7_6	24404296	24406395
Smp_317800	SM_V7_6	24628879	24641024
Smp_317810	SM_V7_6	24766818	24775095
Smp_317820	SM_V7_6	24812498	24816464
Smp_317840	SM_V7_U005	18577	21922
Smp_317850	SM_V7_6H006	16386	30117
Smp_317860	SM_V7_W013	14355	15442
Smp_317870	SM_V7_W013	30064	31232
Smp_317880	SM_V7_2H010	156	1340
Smp_317890	SM_V7_2H010	28620	54372
Smp_317900	SM_V7_6H007	11866	17658
Smp_317910	SM_V7_6H007	27146	27960
Smp_317920	SM_V7_6H007	51380	52652
Smp_317960	SM_V7_7H004	11900	52552
Smp_317970	SM_V7_7	734481	758823
Smp_317980	SM_V7_7	787936	804237
Smp_317990	SM_V7_7	865579	886342
Smp_318000	SM_V7_7	2453008	2474927
Smp_318010	SM_V7_7	3851655	3863952
Smp_318020	SM_V7_7	3942816	3944547
Smp_318030	SM_V7_7	3950371	3952092
Smp_318040	SM_V7_7	3959296	3961002
Smp_318050	SM_V7_7	3966822	3968542
Smp_318060	SM_V7_7	3975716	3977428
Smp_318070	SM_V7_7	3983249	3984972
Smp_318080	SM_V7_7	3991176	3992713
Smp_318090	SM_V7_7	3998537	4000252
Smp_318100	SM_V7_7	4007446	4009169
Smp_318110	SM_V7_7	4618655	4622056
Smp_318120	SM_V7_7	4841536	4848796
Smp_318130	SM_V7_7	5183379	5188177
Smp_318140	SM_V7_7	5188486	5238697
Smp_318150	SM_V7_7	5899239	5903676
Smp_318160	SM_V7_7	6003281	6011240
Smp_318200	SM_V7_7	8045643	8059978
Smp_318210	SM_V7_7	8597157	8632971
Smp_318240	SM_V7_7	9143705	9180902
Smp_318260	SM_V7_7	9869351	9879420
Smp_318280	SM_V7_7	10362636	10363331
Smp_318290	SM_V7_7	10726744	10729759
Smp_318300	SM_V7_7	10784714	10789369
Smp_318310	SM_V7_7	10796141	10799669
Smp_318320	SM_V7_7	11099264	11103037
Smp_318330	SM_V7_1	39367952	39368946
Smp_318340	SM_V7_7	13349243	13356971
Smp_318350	SM_V7_7	13378088	13394020
Smp_318370	SM_V7_7	13573433	13577288
Smp_318380	SM_V7_7	13703864	13705249
Smp_318440	SM_V7_7	16347771	16363118
Smp_318470	SM_V7_7	17622810	17624719
Smp_318480	SM_V7_7	17863962	17864712
Smp_318490	SM_V7_1	5629079	5637891
Smp_318500	SM_V7_7	18369860	18387973
Smp_318510	SM_V7_7	18390281	18398016
Smp_318520	SM_V7_1	39997535	40074236
Smp_318540	SM_V7_4H004	42866	47308
Smp_318550	SM_V7_1H004	2496	48372
Smp_318580	SM_V7_6H008	22720	24522
Smp_318590	SM_V7_6H008	25056	26346
Smp_318600	SM_V7_5H012	14389	35076
Smp_318610	SM_V7_5H012	35349	35802
Smp_318630	SM_V7_U007	35656	48510
Smp_318640	SM_V7_W001	198024	229742
Smp_318650	SM_V7_W001	392976	393790
Smp_318660	SM_V7_W001	576550	590209
Smp_318670	SM_V7_W001	817356	833894
Smp_318680	SM_V7_W001	859392	879692
Smp_318690	SM_V7_W001	899222	920706
Smp_318710	SM_V7_W001	930812	934194
Smp_318730	SM_V7_1H006	10445	14732
Smp_318740	SM_V7_1H006	33426	44755
Smp_318770	SM_V7_ZWH010	44136	45010
Smp_318790	SM_V7_4H006	16466	38327
Smp_318800	SM_V7_2	36507866	36538028
Smp_318810	SM_V7_5H013	24316	29152
Smp_318820	SM_V7_5H013	39873	46411
Smp_318850	SM_V7_1	40407905	40415197
Smp_318870	SM_V7_1	40562772	40563237
Smp_318880	SM_V7_1	300846	316859
Smp_318890	SM_V7_1	41674627	41678332
Smp_318900	SM_V7_1	41686293	41686682
Smp_318910	SM_V7_2	36543876	36610541
Smp_318920	SM_V7_1	41707813	41710252
Smp_318950	SM_V7_1	42405587	42408695
Smp_318960	SM_V7_1	42442299	42442873
Smp_318970	SM_V7_1	42845297	42854273
Smp_318980	SM_V7_1	42855068	42865513
Smp_319000	SM_V7_1	43437803	43440407
Smp_319010	SM_V7_1	43529658	43554458
Smp_319020	SM_V7_1	323928	325742
Smp_319030	SM_V7_1	6691051	6691476
Smp_319040	SM_V7_1	43869381	43898458
Smp_319050	SM_V7_1	44355416	44368830
Smp_319060	SM_V7_1	44422674	44426681
Smp_319070	SM_V7_1	44439202	44440231
Smp_319080	SM_V7_1	44447450	44454232
Smp_319090	SM_V7_1	44465830	44476922
Smp_319100	SM_V7_1	44494791	44502613
Smp_319110	SM_V7_1	44502873	44505412
Smp_319120	SM_V7_1	44521692	44541422
Smp_319130	SM_V7_1	44550046	44587413
Smp_319140	SM_V7_1	44592956	44604619
Smp_319170	SM_V7_1	44633498	44642302
Smp_319200	SM_V7_1	45652122	45652825
Smp_319210	SM_V7_1	46315467	46343754
Smp_319220	SM_V7_1	46398869	46399493
Smp_319230	SM_V7_1	46426909	46430526
Smp_319240	SM_V7_1	1193673	1198052
Smp_319250	SM_V7_1	47559912	47560852
Smp_319260	SM_V7_1	47686990	47688436
Smp_319270	SM_V7_1	47691300	47693872
Smp_319280	SM_V7_1	48190049	48200475
Smp_319290	SM_V7_1	48341189	48341855
Smp_319300	SM_V7_1	48342389	48343063
Smp_319310	SM_V7_1	48986134	48988127
Smp_319320	SM_V7_1	50066675	50067982
Smp_319330	SM_V7_1	50261636	50263026
Smp_319340	SM_V7_1	1220457	1253355
Smp_319370	SM_V7_1	50827642	50832466
Smp_319380	SM_V7_1	50928847	50935360
Smp_319390	SM_V7_1	51025599	51027797
Smp_319400	SM_V7_1	7294269	7305689
Smp_319410	SM_V7_1	52886688	52891044
Smp_319420	SM_V7_1	52942025	52943054
Smp_319430	SM_V7_1	52947598	52948435
Smp_319440	SM_V7_1	52957874	52958904
Smp_319450	SM_V7_1	52963448	52964284
Smp_319460	SM_V7_1	52973745	52974754
Smp_319470	SM_V7_1	53636158	53646408
Smp_319480	SM_V7_1	54143212	54146740
Smp_319490	SM_V7_1	54308914	54311060
Smp_319500	SM_V7_1	54545545	54547826
Smp_319520	SM_V7_1	54897131	54898919
Smp_319540	SM_V7_1	55512654	55516323
Smp_319550	SM_V7_1	7807442	7810799
Smp_319560	SM_V7_1	7822684	7828126
Smp_319570	SM_V7_1	55786418	55798875
Smp_319580	SM_V7_1	55821990	55822358
Smp_319590	SM_V7_1	7870708	7873748
Smp_319600	SM_V7_4H007	20679	44712
Smp_319610	SM_V7_1	56456126	56487932
Smp_319620	SM_V7_1	57150597	57155995
Smp_319640	SM_V7_1	58274986	58275411
Smp_319650	SM_V7_1	58566002	58568410
Smp_319660	SM_V7_1	58600222	58610599
Smp_319670	SM_V7_1	59771827	59772827
Smp_319680	SM_V7_1	59937561	59937856
Smp_319690	SM_V7_1	60013935	60021197
Smp_319700	SM_V7_1	60023611	60038958
Smp_319720	SM_V7_1	60921077	60943814
Smp_319730	SM_V7_1	8368835	8369501
Smp_319750	SM_V7_1	63800574	63801159
Smp_319760	SM_V7_1	63890860	63894429
Smp_319770	SM_V7_1	64236564	64246685
Smp_319780	SM_V7_1	64267352	64283951
Smp_319790	SM_V7_1	64282720	64299647
Smp_319810	SM_V7_1	8678587	8715812
Smp_319820	SM_V7_1	65177906	65182282
Smp_319860	SM_V7_1	66495284	66496758
Smp_319870	SM_V7_1	66639634	66659588
Smp_319890	SM_V7_1	9007711	9036782
Smp_319900	SM_V7_1	67595546	67599996
Smp_319910	SM_V7_1	69986417	69994318
Smp_319920	SM_V7_1	70656016	70674078
Smp_319930	SM_V7_1	70679183	70681458
Smp_319940	SM_V7_1	70681992	70684269
Smp_319950	SM_V7_1	9496469	9515153
Smp_319960	SM_V7_1	70727271	70745176
Smp_319970	SM_V7_1	70944116	70946734
Smp_320000	SM_V7_1	9519762	9520935
Smp_320020	SM_V7_3H003	35345	40762
Smp_320030	SM_V7_1	9527529	9528708
Smp_320050	SM_V7_1	71707802	71708729
Smp_320100	SM_V7_1	74802149	74805787
Smp_320110	SM_V7_1	74816153	74822457
Smp_320120	SM_V7_1	75027498	75030915
Smp_320170	SM_V7_1	76646512	76647242
Smp_320200	SM_V7_1	77169364	77173820
Smp_320210	SM_V7_1	77456085	77458070
Smp_320220	SM_V7_1	78837980	78845945
Smp_320230	SM_V7_1	10274575	10276232
Smp_320240	SM_V7_1	79262027	79273847
Smp_320260	SM_V7_1	79674866	79675662
Smp_320270	SM_V7_1	79898946	79899420
Smp_320280	SM_V7_1	80023122	80024501
Smp_320300	SM_V7_1	80918939	80921258
Smp_320310	SM_V7_1	80993171	80995802
Smp_320320	SM_V7_1	81001498	81003079
Smp_320330	SM_V7_1	81015218	81019373
Smp_320340	SM_V7_1	81043029	81048200
Smp_320350	SM_V7_1	81356563	81357284
Smp_320360	SM_V7_1	81714846	81726288
Smp_320400	SM_V7_1	85117758	85121923
Smp_320410	SM_V7_1	85491127	85494220
Smp_320420	SM_V7_U008	956	6757
Smp_320440	SM_V7_1	85754796	85759484
Smp_320450	SM_V7_1	85813050	85817057
Smp_320460	SM_V7_1	85850410	85854748
Smp_320480	SM_V7_1	85938131	85938551
Smp_320490	SM_V7_1	86028766	86029227
Smp_320500	SM_V7_1	86536945	86561262
Smp_320510	SM_V7_1	87096232	87115593
Smp_320530	SM_V7_1	88111933	88162116
Smp_320540	SM_V7_1	88239841	88240689
Smp_320550	SM_V7_ZWH012	378	16622
Smp_320560	SM_V7_ZWH012	29906	43592
Smp_320570	SM_V7_6H009	862	6832
Smp_320620	SM_V7_1H009	5213	15292
Smp_320630	SM_V7_1H010	180	4142
Smp_320640	SM_V7_1H010	11466	36373
Smp_320660	SM_V7_W003	162948	167532
Smp_320670	SM_V7_W003	179026	203042
Smp_320680	SM_V7_W003	205601	219972
Smp_320690	SM_V7_1	10962361	10965897
Smp_320700	SM_V7_3H004	3676	12942
Smp_320730	SM_V7_6H010	8206	12812
Smp_320750	SM_V7_ZWH015	26736	42268
Smp_320760	SM_V7_1002	22266	22604
Smp_320770	SM_V7_ZWU001	35059	43822
Smp_320780	SM_V7_ZWU001	107352	108812
Smp_320790	SM_V7_ZWU001	115436	116970
Smp_320800	SM_V7_ZWU001	170010	174776
Smp_320810	SM_V7_ZWU001	174597	189652
Smp_320820	SM_V7_ZWU001	287427	289032
Smp_320840	SM_V7_1H011	11946	32644
Smp_320850	SM_V7_2H012	7336	41866
Smp_320860	SM_V7_6H012	93	5752
Smp_320870	SM_V7_6H012	31296	35405
Smp_320880	SM_V7_U010	2198	12112
Smp_320890	SM_V7_U010	18059	18962
Smp_320930	SM_V7_1H015	34936	38401
Smp_320940	SM_V7_W004	39530	41383
Smp_320960	SM_V7_1H017	13172	25122
Smp_320990	SM_V7_5H001	4446	47168
Smp_321000	SM_V7_5H001	82237	112202
Smp_321010	SM_V7_5H001	174157	186702
Smp_321020	SM_V7_1H019	20346	24990
Smp_321030	SM_V7_1H019	25046	27656
Smp_321040	SM_V7_1H019	37927	39762
Smp_321050	SM_V7_4H012	22010	39282
Smp_321060	SM_V7_4H016	4966	22860
Smp_321070	SM_V7_4H016	27326	30240
Smp_321080	SM_V7_4H016	30794	37932
Smp_321090	SM_V7_4H017	5356	7454
Smp_321110	SM_V7_ZWH017	11856	38269
Smp_321120	SM_V7_2H001	20086	23214
Smp_321130	SM_V7_3H009	8900	14162
Smp_321140	SM_V7_3H009	25696	29477
Smp_321170	SM_V7_4H018	5616	8339
Smp_321180	SM_V7_4H018	24771	34852
Smp_321200	SM_V7_6H013	2585	10372
Smp_321210	SM_V7_6H013	9828	16172
Smp_321220	SM_V7_6H013	20576	25526
Smp_321230	SM_V7_6H013	33896	36474
Smp_321240	SM_V7_7H005	11866	31256
Smp_321250	SM_V7_5	17860406	17964778
Smp_321260	SM_V7_4H019	36856	37718
Smp_321270	SM_V7_7H006	27875	37082
Smp_321290	SM_V7_ZWU002	23166	38759
Smp_321300	SM_V7_ZWU002	62516	91662
Smp_321310	SM_V7_ZWU002	97726	102617
Smp_321320	SM_V7_ZWU002	136611	140122
Smp_321330	SM_V7_ZWU002	146386	156253
Smp_321340	SM_V7_5H015	14316	22590
Smp_321350	SM_V7_ZWH019	776	36970
Smp_321360	SM_V7_4H021	236	3104
Smp_321370	SM_V7_4H021	35224	35602
Smp_321380	SM_V7_1H020	17944	34232
Smp_321400	SM_V7_2H002	1557	20470
Smp_321420	SM_V7_2H002	32096	34710
Smp_321430	SM_V7_2H002	35564	82442
Smp_321440	SM_V7_2H002	110106	128621
Smp_321450	SM_V7_2H002	150253	165322
Smp_321480	SM_V7_5H017	2636	7360
Smp_321490	SM_V7_5H017	18636	23030
Smp_321530	SM_V7_3H011	5396	24766
Smp_321540	SM_V7_3H011	27643	35692
Smp_321560	SM_V7_2H019	15197	34892
Smp_321570	SM_V7_1H024	76	6570
Smp_321580	SM_V7_1H024	12329	31321
Smp_321590	SM_V7_1H024	33844	34872
Smp_321620	SM_V7_1	12943379	12967682
Smp_321630	SM_V7_ZWH023	279	9002
Smp_321650	SM_V7_ZWH023	20425	32110
Smp_321680	SM_V7_4H025	10036	25710
Smp_321690	SM_V7_4H025	25796	34073
Smp_321710	SM_V7_1H029	17971	33293
Smp_321720	SM_V7_ZWH001	94766	101936
Smp_321730	SM_V7_ZW	59785	65102
Smp_321740	SM_V7_ZW	161820	172392
Smp_321750	SM_V7_ZW	189387	195092
Smp_321760	SM_V7_ZW	614696	629304
Smp_321770	SM_V7_ZW	732886	739929
Smp_321780	SM_V7_ZW	877029	877418
Smp_321790	SM_V7_ZW	1136821	1173316
Smp_321800	SM_V7_ZW	1188791	1189266
Smp_321810	SM_V7_ZW	1224335	1239376
Smp_321830	SM_V7_ZW	2086398	2091000
Smp_321840	SM_V7_ZW	2821195	2836370
Smp_321850	SM_V7_ZW	3082706	3083372
Smp_321860	SM_V7_ZW	3298355	3302082
Smp_321880	SM_V7_1	12028934	12029692
Smp_321890	SM_V7_1	19150726	19221635
Smp_321910	SM_V7_ZW	4778746	4779276
Smp_321920	SM_V7_ZW	4937364	5019929
Smp_321930	SM_V7_ZW	7842692	7845017
Smp_321950	SM_V7_1	12597188	12598416
Smp_321970	SM_V7_ZW	9194236	9201027
Smp_322000	SM_V7_ZW	9943320	9950282
Smp_322010	SM_V7_ZW	10370334	10371016
Smp_322040	SM_V7_ZW	11053286	11055619
Smp_322050	SM_V7_1	12969896	12976080
Smp_322070	SM_V7_ZW	11412599	11415379
Smp_322080	SM_V7_ZW	11676079	11684787
Smp_322090	SM_V7_ZW	11719717	11725035
Smp_322100	SM_V7_ZW	11779627	11785655
Smp_322130	SM_V7_ZW	12339562	12351621
Smp_322140	SM_V7_2H007	2493	26338
Smp_322150	SM_V7_ZW	12787323	12788748
Smp_322160	SM_V7_ZW	12950762	12954656
Smp_322170	SM_V7_ZW	13491390	13494262
Smp_322190	SM_V7_ZW	13991137	14045203
Smp_322210	SM_V7_ZW	14285540	14290813
Smp_322220	SM_V7_ZW	14809066	14810781
Smp_322230	SM_V7_ZW	15211072	15227392
Smp_322240	SM_V7_ZW	15336867	15349787
Smp_322250	SM_V7_ZW	15639821	15641705
Smp_322270	SM_V7_ZW	16058045	16071400
Smp_322280	SM_V7_ZW	16074379	16077051
Smp_322290	SM_V7_3H003	41446	43060
Smp_322300	SM_V7_ZW	17466153	17473447
Smp_322330	SM_V7_ZW	18073756	18085523
Smp_322340	SM_V7_ZW	18779418	18790733
Smp_322350	SM_V7_ZW	18823337	18823791
Smp_322380	SM_V7_ZW	21059425	21060946
Smp_322410	SM_V7_ZW	21488578	21492622
Smp_322430	SM_V7_ZW	22329601	22333054
Smp_322440	SM_V7_1	28937975	28967934
Smp_322450	SM_V7_ZW	22369374	22372026
Smp_322460	SM_V7_ZW	22741280	22752582
Smp_322480	SM_V7_ZW	23876877	23883652
Smp_322500	SM_V7_ZW	26029931	26040193
Smp_322530	SM_V7_2H021	16456	33075
Smp_322560	SM_V7_ZW	27993432	27993986
Smp_322570	SM_V7_ZW	28465838	28471627
Smp_322580	SM_V7_ZW	28508728	28515807
Smp_322590	SM_V7_ZW	28769211	28773074
Smp_322610	SM_V7_ZW	28790800	28791554
Smp_322640	SM_V7_ZW	30018623	30020471
Smp_322650	SM_V7_ZW	30373684	30375289
Smp_322680	SM_V7_ZW	31551856	31552812
Smp_322690	SM_V7_ZW	31588155	31598120
Smp_322700	SM_V7_ZW	32039027	32090360
Smp_322710	SM_V7_ZW	32109327	32111659
Smp_322720	SM_V7_ZW	33169474	33186992
Smp_322730	SM_V7_ZW	33524493	33531036
Smp_322760	SM_V7_1	15468258	15468970
Smp_322770	SM_V7_ZW	34636282	34644104
Smp_322780	SM_V7_ZW	34671819	34674054
Smp_322800	SM_V7_ZW	35067886	35068434
Smp_322810	SM_V7_ZW	35371244	35374785
Smp_322820	SM_V7_ZW	35384943	35387465
Smp_322830	SM_V7_ZW	35389845	35393561
Smp_322840	SM_V7_ZW	35422857	35424912
Smp_322850	SM_V7_ZW	35552246	35583220
Smp_322860	SM_V7_1	15579734	15603886
Smp_322870	SM_V7_ZW	35783808	35785422
Smp_322880	SM_V7_ZW	35835558	35836191
Smp_322890	SM_V7_ZW	35839499	35844352
Smp_322900	SM_V7_ZW	35953464	35955478
Smp_322910	SM_V7_ZW	36163936	36165210
Smp_322920	SM_V7_ZW	36252573	36256450
Smp_322930	SM_V7_ZW	36314536	36315070
Smp_322940	SM_V7_ZW	37315822	37337272
Smp_322950	SM_V7_ZW	38321977	38322424
Smp_322960	SM_V7_1	15805061	15805468
Smp_322970	SM_V7_ZW	38679116	38684344
Smp_322980	SM_V7_ZW	39358676	39359568
Smp_322990	SM_V7_ZW	39607255	39608032
Smp_323010	SM_V7_1	16018426	16028398
Smp_323030	SM_V7_ZW	42369775	42370569
Smp_323040	SM_V7_ZW	42607735	42612224
Smp_323050	SM_V7_1	16441885	16448054
Smp_323090	SM_V7_ZW	43754580	43758515
Smp_323100	SM_V7_ZW	43775706	43776549
Smp_323110	SM_V7_1	2785228	2785993
Smp_323140	SM_V7_ZW	46958293	46959456
Smp_323170	SM_V7_ZW	47557316	47557981
Smp_323180	SM_V7_ZW	47579303	47579962
Smp_323190	SM_V7_ZW	47593976	47594592
Smp_323200	SM_V7_ZW	47606624	47607292
Smp_323210	SM_V7_ZW	47633895	47645772
Smp_323230	SM_V7_ZW	47651963	47652572
Smp_323240	SM_V7_ZW	47683557	47684238
Smp_323250	SM_V7_ZW	47687132	47693838
Smp_323270	SM_V7_ZW	47699647	47703550
Smp_323280	SM_V7_ZW	47709323	47709819
Smp_323290	SM_V7_ZW	47714013	47714628
Smp_323300	SM_V7_ZW	47715092	47715896
Smp_323320	SM_V7_ZW	48014970	48015868
Smp_323330	SM_V7_ZW	48229325	48241335
Smp_323340	SM_V7_ZW	48243589	48248271
Smp_323350	SM_V7_ZW	48256401	48259520
Smp_323360	SM_V7_ZW	48260426	48260972
Smp_323370	SM_V7_ZW	48978302	48982781
Smp_323380	SM_V7_W002	635750	674672
Smp_323420	SM_V7_ZW	51437049	51437573
Smp_323430	SM_V7_1	17511100	17516536
Smp_323440	SM_V7_ZW	51488898	51497723
Smp_323480	SM_V7_ZW	52276762	52277627
Smp_323490	SM_V7_ZW	52278586	52281387
Smp_323500	SM_V7_ZW	52282339	52285137
Smp_323510	SM_V7_ZW	52286092	52288887
Smp_323530	SM_V7_1	17597213	17598506
Smp_323540	SM_V7_ZW	53295296	53354007
Smp_323560	SM_V7_ZW	53732899	53734039
Smp_323570	SM_V7_ZW	53811885	53881439
Smp_323580	SM_V7_ZW	53902717	53978139
Smp_323600	SM_V7_ZW	54307266	54308050
Smp_323630	SM_V7_6H015	947	2522
Smp_323640	SM_V7_1	18124492	18126165
Smp_323650	SM_V7_ZW	56861383	56869126
Smp_323660	SM_V7_ZW	57184163	57201244
Smp_323680	SM_V7_1	18170665	18172265
Smp_323690	SM_V7_ZW	58658879	58659422
Smp_323700	SM_V7_ZW	58829548	58840885
Smp_323710	SM_V7_1	18172489	18174043
Smp_323730	SM_V7_ZW	59153786	59161557
Smp_323740	SM_V7_ZW	59538275	59544848
Smp_323770	SM_V7_ZW	59960106	59961870
Smp_323790	SM_V7_1	18392895	18399875
Smp_323800	SM_V7_ZW	62013016	62018014
Smp_323810	SM_V7_ZW	62012972	62018052
Smp_323820	SM_V7_ZW	62030836	62044752
Smp_323830	SM_V7_ZW	62265106	62285090
Smp_323870	SM_V7_1	18605683	18610077
Smp_323890	SM_V7_ZW	64278096	64294820
Smp_323900	SM_V7_ZW	64366234	64376123
Smp_323910	SM_V7_ZW	66128889	66134407
Smp_323920	SM_V7_ZW	66155838	66211833
Smp_323960	SM_V7_ZW	67642068	67648953
Smp_323980	SM_V7_ZW	68867193	68869438
Smp_324020	SM_V7_ZW	69997291	70000220
Smp_324050	SM_V7_1	19413846	19432888
Smp_324060	SM_V7_ZW	71428576	71429058
Smp_324070	SM_V7_ZW	71609448	71610529
Smp_324080	SM_V7_ZW	71614560	71622541
