Gene_ID_mans,First_Base_GFF_mans,Scaffold_ID_jap,Scaffold_BlatBestloc_jap,Depth_40640_jap_Picardetal2018,Depth_40641_jap_Picardetal2018,Coverage_Assignment_jap_Picardetal2018,FST_jap
Smp_343890,41492193,SJC_S001791,Z,45,22,Z,0.0434317
Smp_178760,41537637,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_178750,41542866,SJC_S001791,Z,45,22,Z,0.0434317
Smp_178740,41570637,SJC_S001791,Z,45,22,Z,0.0434317
Smp_164410,41613503,SJC_S028066,Excluded,37,18,Z,n.a.
Smp_078320,41636358,SJC_S025321,Z,28,14,Z,n.a.
Smp_078310,41653956,SJC_S003919,Z,37,18,Z,n.a.
Smp_164400,41669165,SJC_S003919,Z,37,18,Z,n.a.
Smp_078280,41687726,SJC_S001791,Z,45,22,Z,0.0434317
Smp_078270,41732307,SJC_S001791,Z,45,22,Z,0.0434317
Smp_143060,41752366,SJC_S001906,Z,33,16,Z,n.a.
Smp_143070,41757057,SJC_S001906,Z,33,16,Z,n.a.
Smp_038510,41797159,SJC_S001324,Z,34,19,Ambiguous,-0.02666798
Smp_333070,41867186,SJC_S002223,Z,35,17,Z,n.a.
Smp_143090,41961688,SJC_S010452,Z,30,16,Z,n.a.
Smp_038530,41971569,SJC_S004225,Z,41,20,Z,n.a.
Smp_038540,42024089,SJC_S001686,Z,31,14,Z,n.a.
Smp_343580,42038460,SJC_S003458,Z,32,14,Z,n.a.
Smp_038560,42105789,SJC_S000754,PAR,33,16,Z,n.a.
Smp_143130,42109059,SJC_S000754,PAR,33,16,Z,n.a.
Smp_155360,42284436,SJC_S000956,Z,33,17,Z,n.a.
Smp_155370,42303775,SJC_S000956,Z,33,17,Z,n.a.
Smp_155380,42355366,SJC_S008470,Z,34,16,Z,n.a.
Smp_323030,42369775,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_155390,42379695,SJC_S004535,Z,32,16,Z,n.a.
Smp_316570,42397105,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_155400,42406402,SJC_S000108,PAR,33,17,Z,0.0804598
Smp_242500,42432785,SJC_S000108,PAR,33,17,Z,0.0804598
Smp_061840,42466646,SJC_S002625,Z,34,17,Z,n.a.
Smp_155420,42508055,SJC_S026039,Z,36,17,Z,n.a.
Smp_244560,42535275,SJC_S005774,Z,29,13,Z,n.a.
Smp_061870,42591111,SJC_S004475,Z,35,18,Z,n.a.
Smp_323040,42607735,SJC_S004475,Z,35,18,Z,n.a.
Smp_155450,42636254,SJC_S027981,Z,30,13,Z,n.a.
Smp_244570,42709754,SJC_S000463,SM_V7_2,34,30,Autosome,-0.0438524222222222
Smp_155480,42738836,SJC_S004482,Excluded,37,16,Z,n.a.
Smp_061920,42773524,SJC_S000505,Z,32,16,Z,-0.0098445
Smp_061940,42797044,SJC_S001485,Z,33,17,Z,n.a.
Smp_061950,42825854,SJC_S000505,Z,32,16,Z,-0.0098445
Smp_061970,42843542,SJC_S000505,Z,32,16,Z,-0.0098445
Smp_155500,42886094,SJC_S002750,Z,32,17,Z,n.a.
Smp_210900,42953726,SJC_S017104,Z,30,12,Z,n.a.
Smp_151690,42965810,SJC_S001216,Excluded,30,14,Z,n.a.
Smp_115450,42977494,SJC_S026757,Z,39,19,Z,n.a.
Smp_158290,42988904,SJC_S008553,Z,40,17,Z,n.a.
Smp_066760,43014724,SJC_S003728,Z,34,16,Z,n.a.
Smp_244580,43043865,SJC_S000891,Z,35,17,Z,n.a.
Smp_158310,43123874,SJC_S001223,Z,37,19,Z,n.a.
Smp_047330,43228231,SJC_S004813,Z,36,17,Z,n.a.
Smp_333080,43264914,SJC_S005515,Z,32,17,Z,n.a.
Smp_147520,43289947,SJC_S001513,Z,40,20,Z,n.a.
Smp_203630,43343962,SJC_S001626,Z,36,18,Z,n.a.
Smp_333090,43365134,SJC_S003728,Z,34,16,Z,n.a.
Smp_305400,43395334,SJC_S007938,Z,31,14,Z,n.a.
Smp_047240,43432059,SJC_S001388,Z,37,17,Z,n.a.
Smp_147470,43466544,SJC_S001388,Z,37,17,Z,n.a.
Smp_196110,43529308,SJC_S008244,Z,34,17,Z,n.a.
Smp_147360,43558083,SJC_S001451,Z,36,18,Z,n.a.
Smp_046980,43594449,SJC_S001451,Z,36,18,Z,n.a.
Smp_147370,43608979,SJC_S001666,Z,35,18,Z,n.a.
Smp_147390,43670519,SJC_S001640,Z,32,14,Z,n.a.
Smp_323090,43754580,SJC_S005359,Z,38,17,Z,n.a.
Smp_323100,43775706,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_147400,43781659,SJC_S002266,Z,32,16,Z,n.a.
Smp_147410,43824054,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_177290,43852883,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_346810,43863109,SJC_S007950,Excluded,33,16,Z,n.a.
Smp_347190,43878459,SJC_S007950,Excluded,33,16,Z,n.a.
Smp_047060,43884829,SJC_S001449,Excluded,31,15,Z,n.a.
Smp_147420,43907419,SJC_S003687,Z,32,15,Z,n.a.
Smp_047090,43960445,SJC_S008319,Z,36,18,Z,n.a.
Smp_340800,43980979,SJC_S001838,Z,36,19,Z,n.a.
Smp_047110,44009080,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_147430,44031489,SJC_S001606,Z,33,15,Z,n.a.
Smp_343970,44086058,SJC_S001606,Z,33,15,Z,n.a.
Smp_307260,44102868,SJC_S001606,Z,33,15,Z,n.a.
Smp_267270,44171234,SJC_S001216,Excluded,30,14,Z,n.a.
Smp_047190,44205957,SJC_S000887,Excluded,36,17,Z,n.a.
Smp_047200,44273958,SJC_S001231,PAR,31,16,Z,n.a.
Smp_147460,44294946,SJC_S000444,PAR,34,16,Z,n.a.
Smp_242800,44347469,SJC_S000782,PAR,34,16,Z,n.a.
Smp_075470,44386026,SJC_S000782,PAR,34,16,Z,n.a.
Smp_076230,44409986,SJC_S000782,PAR,34,16,Z,n.a.
Smp_163250,44413724,SJC_S003921,PAR,34,16,Z,n.a.
Smp_163260,44464216,SJC_S002954,PAR,36,17,Z,n.a.
Smp_267080,44474916,SJC_S000878,PAR,35,17,Z,n.a.
Smp_345410,44495366,SJC_S000878,PAR,35,17,Z,n.a.
Smp_076300,44517502,SJC_S000878,PAR,35,17,Z,n.a.
Smp_345420,44594379,SJC_S003562,PAR,30,14,Z,n.a.
Smp_076320,44617926,SJC_S024977,PAR,29,14,Z,n.a.
Smp_163290,44623468,SJC_S000636,PAR,34,17,Z,0.0348678
Smp_163300,44672586,SJC_S000636,PAR,34,17,Z,0.0348678
Smp_076370,44680797,SJC_S000636,PAR,34,17,Z,0.0348678
Smp_347230,44726095,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_076390,44746428,SJC_S000636,PAR,34,17,Z,0.0348678
Smp_076400,44792025,SJC_S000636,PAR,34,17,Z,0.0348678
Smp_163310,44811505,SJC_S000636,PAR,34,17,Z,0.0348678
Smp_163320,44871005,SJC_S003861,PAR,38,18,Z,n.a.
Smp_163330,44893642,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_163340,44900385,SJC_S001288,PAR,46,24,Z,n.a.
Smp_076450,44928621,SJC_S013792,PAR,38,19,Z,n.a.
Smp_076460,44936985,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_337400,44952055,SJC_S004461,PAR,36,16,Z,n.a.
Smp_305490,45023776,SJC_S026680,PAR,32,26,Autosome,0.515873227272727
Smp_076520,45264158,SJC_S001319,PAR,28,19,Ambiguous,0.529412
Smp_076530,45293795,SJC_S001319,PAR,28,19,Ambiguous,0.529412
Smp_076540,45313635,SJC_S001319,PAR,28,19,Ambiguous,0.529412
Smp_076560,45331116,SJC_S004726,PAR,18,18,Autosome,n.a.
Smp_163380,45359692,SJC_S001701,PAR,29,20,Ambiguous,0.5625
Smp_306580,45411057,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_076600,45450575,SJC_S001779,PAR,44,41,Autosome,-0.0242572202857143
Smp_341260,45459839,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_335110,45490428,SJC_S001717,PAR,39,40,Autosome,0.07610535
Smp_058170,45526073,SJC_S000035,SM_V7_2,32,30,Autosome,0.0384305639130435
Smp_153460,45539669,SJC_S000035,SM_V7_2,32,30,Autosome,0.0384305639130435
Smp_058190,45576863,SJC_S000035,SM_V7_2,32,30,Autosome,0.0384305639130435
Smp_153480,45596823,SJC_S001161,PAR,34,31,Autosome,0.00940207188571429
Smp_153490,45640620,SJC_S001161,PAR,34,31,Autosome,0.00940207188571429
Smp_058240,45655733,SJC_S007755,PAR,33,30,Autosome,0.265082
Smp_153500,45678464,SJC_S001161,PAR,34,31,Autosome,0.00940207188571429
Smp_058270,45736570,SJC_S001336,PAR,24,24,Autosome,0.04504668
Smp_153520,45773663,SJC_S013748,PAR,39,35,Autosome,n.a.
Smp_153530,45794910,SJC_S005113,PAR,32,26,Autosome,n.a.
Smp_153540,45813443,SJC_S000295,PAR,34,31,Autosome,0.470877785714286
Smp_153550,45837656,SJC_S000295,PAR,34,31,Autosome,0.470877785714286
Smp_058320,45847531,SJC_S000295,PAR,34,31,Autosome,0.470877785714286
Smp_153560,45865943,SJC_S000227,PAR,33,31,Autosome,0.201989405538462
Smp_058350,45893657,SJC_S000227,PAR,33,31,Autosome,0.201989405538462
Smp_153580,45915634,SJC_S004741,PAR,27,24,Autosome,n.a.
Smp_058360,45985535,SJC_S000295,PAR,34,31,Autosome,0.470877785714286
Smp_153590,46008267,SJC_S000227,PAR,33,31,Autosome,0.201989405538462
Smp_058380,46050754,SJC_S000227,PAR,33,31,Autosome,0.201989405538462
Smp_058400,46105997,SJC_S000227,PAR,33,31,Autosome,0.201989405538462
Smp_058410,46144357,SJC_S000227,PAR,33,31,Autosome,0.201989405538462
Smp_153610,46164247,SJC_S004152,PAR,30,27,Autosome,n.a.
Smp_198730,46186177,SJC_S001585,PAR,32,29,Autosome,0.380055718
Smp_313630,46211206,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_058450,46222154,SJC_S002258,PAR,31,26,Autosome,n.a.
Smp_058460,46311598,SJC_S004282,PAR,34,32,Autosome,0.420138542857143
Smp_058470,46338110,SJC_S000287,PAR,32,28,Autosome,0.3436019
Smp_153640,46374656,SJC_S000287,PAR,32,28,Autosome,0.3436019
Smp_153660,46463890,SJC_S000287,PAR,32,28,Autosome,0.3436019
Smp_058530,46517330,SJC_S002401,PAR,31,20,Ambiguous,n.a.
Smp_153690,46529119,SJC_S001396,PAR,31,16,Z,n.a.
Smp_153700,46647910,SJC_S006343,PAR,32,27,Autosome,n.a.
Smp_058620,46734750,SJC_S001475,PAR,34,22,Ambiguous,n.a.
Smp_153710,46736692,SJC_S001475,PAR,34,22,Ambiguous,n.a.
Smp_153720,46761670,SJC_S000871,PAR,32,16,Z,n.a.
Smp_058650,46827643,SJC_S001359,PAR,51,25,Z,n.a.
Smp_335120,46844123,SJC_S002478,PAR,24,83,Autosome,0.3858508125
Smp_337390,46854215,SJC_S002478,PAR,24,83,Autosome,0.3858508125
Smp_058690,46891790,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_178410,46909733,SJC_S000108,PAR,33,17,Z,0.0804598
Smp_058700,46928480,SJC_S007125,PAR,38,20,Z,n.a.
Smp_337090,46953349,SJC_S024514,PAR,40,20,Z,n.a.
Smp_323140,46958293,SJC_S000108,PAR,33,17,Z,0.0804598
Smp_345880,46975844,SJC_S000108,PAR,33,17,Z,0.0804598
Smp_136540,47071213,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_026630,47124994,SJC_S009203,PAR,25,12,Z,n.a.
Smp_136550,47149844,SJC_S000108,PAR,33,17,Z,0.0804598
Smp_136570,47207146,SJC_S007801,PAR,37,19,Z,n.a.
Smp_340530,47335046,SJC_S000935,PAR,32,15,Z,n.a.
Smp_136580,47404106,SJC_S000739,PAR,37,18,Z,n.a.
Smp_026700,47436726,SJC_S000739,PAR,37,18,Z,n.a.
Smp_136590,47466169,SJC_S000739,PAR,37,18,Z,n.a.
Smp_335130,47486727,SJC_S001951,PAR,23,13,Ambiguous,n.a.
Smp_323170,47557316,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_323180,47579303,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_323190,47593976,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_323200,47606624,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_323210,47633895,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_323230,47651963,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_323240,47683557,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_323250,47687132,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_323270,47699647,SJC_S001951,PAR,23,13,Ambiguous,n.a.
Smp_323280,47709323,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_323290,47714013,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_323300,47715092,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_093800,47735062,SJC_S002357,PAR,35,18,Z,n.a.
Smp_199050,47759842,SJC_S002357,PAR,35,18,Z,n.a.
Smp_176340,47845453,SJC_S001975,PAR,33,18,Z,n.a.
Smp_176350,47864702,SJC_S000647,PAR,33,16,Z,n.a.
Smp_241420,47895712,SJC_S000647,PAR,33,16,Z,n.a.
Smp_241410,47947967,SJC_S002081,PAR,37,17,Z,n.a.
Smp_098650,47982922,SJC_S000647,PAR,33,16,Z,n.a.
Smp_176370,47988903,SJC_S000647,PAR,33,16,Z,n.a.
Smp_323320,48014970,SJC_S001001,SM_V7_5,43,39,Autosome,-0.00598170363636364
Smp_018240,48084932,SJC_S001834,PAR,33,17,Z,n.a.
Smp_192020,48104993,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_018220,48118385,SJC_S008999,PAR,6.3,40,Autosome,n.a.
Smp_189830,48128623,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_018210,48150465,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_132180,48168116,SJC_S001144,PAR,35,19,Z,n.a.
Smp_132170,48195755,SJC_S003416,PAR,39,15,Z,n.a.
Smp_323330,48229325,SJC_S026687,PAR,33,18,Z,n.a.
Smp_323340,48243589,SJC_S001196,PAR,36,17,Z,n.a.
Smp_303350,48252330,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_323350,48256401,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_323360,48260426,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_018170,48281095,SJC_S001196,PAR,36,17,Z,n.a.
Smp_018160,48298289,SJC_S001838,Z,36,19,Z,n.a.
Smp_340310,48369110,SJC_S000256,PAR,32,28,Autosome,0.404891630434783
Smp_244490,48433392,SJC_S000754,PAR,33,16,Z,n.a.
Smp_305720,48498075,SJC_S007678,PAR,31,16,Z,n.a.
Smp_305730,48589155,SJC_S000754,PAR,33,16,Z,n.a.
Smp_132120,48616895,SJC_S000754,PAR,33,16,Z,n.a.
Smp_132110,48636782,SJC_S000077,SM_V7_4,34,31,Autosome,0.0522094937053571
Smp_132090,48650237,SJC_S000754,PAR,33,16,Z,n.a.
Smp_132080,48659035,SJC_S000754,PAR,33,16,Z,n.a.
Smp_347200,48684822,SJC_S004613,PAR,42,21,Z,n.a.
Smp_305740,48707575,SJC_S000442,PAR,37,19,Z,n.a.
Smp_305760,48859405,SJC_S002998,PAR,33,16,Z,n.a.
Smp_018030,48884920,SJC_S008069,PAR,35,17,Z,n.a.
Smp_018020,48892800,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_018010,48906325,SJC_S000442,PAR,37,19,Z,n.a.
Smp_132060,48969005,SJC_S008469,PAR,34,15,Z,n.a.
Smp_323370,48978302,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_017990,48988090,SJC_S013552,PAR,30,16,Z,n.a.
Smp_132050,48997144,SJC_S008551,PAR,36,18,Z,n.a.
Smp_305770,49032599,SJC_S002090,PAR,35,17,Z,n.a.
Smp_305780,49094925,SJC_S002090,PAR,35,17,Z,n.a.
Smp_132030,49097125,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_132020,49115724,SJC_S000995,PAR,35,17,Z,n.a.
Smp_132010,49153242,SJC_S000995,PAR,35,17,Z,n.a.
Smp_132000,49230769,SJC_S003683,PAR,110,34,Z,n.a.
Smp_340300,49285749,SJC_S000818,PAR,100,33,Z,n.a.
Smp_017890,49360614,SJC_S001716,PAR,50,35,Ambiguous,0.0562046
Smp_017880,49368352,SJC_S001716,PAR,50,35,Ambiguous,0.0562046
Smp_187090,49384444,SJC_S000743,PAR,36,16,Z,n.a.
Smp_017870,49438534,SJC_S000743,PAR,36,16,Z,n.a.
Smp_017860,49469903,SJC_S001086,PAR,38,18,Z,n.a.
Smp_131990,49484042,SJC_S001114,PAR,33,17,Z,n.a.
Smp_131980,49583032,SJC_S000734,PAR,36,17,Z,n.a.
Smp_017830,49705158,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_340290,49718392,SJC_S000773,PAR,34,18,Z,n.a.
Smp_131970,49762982,SJC_S000773,PAR,34,18,Z,n.a.
Smp_131950,49791102,SJC_S000773,PAR,34,18,Z,n.a.
Smp_203680,49855958,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_131940,49906088,SJC_S002008,PAR,40,19,Z,n.a.
Smp_017750,49963500,SJC_S000269,PAR,35,17,Z,n.a.
Smp_074710,50001606,SJC_S000269,PAR,35,17,Z,n.a.
Smp_244510,50051535,SJC_S007615,PAR,32,13,Z,n.a.
Smp_162500,50102180,SJC_S000269,PAR,35,17,Z,n.a.
Smp_162510,50132619,SJC_S006977,PAR,31,11,Z,n.a.
Smp_192570,50179570,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_169010,50186568,SJC_S000269,PAR,35,17,Z,n.a.
Smp_168990,50219865,SJC_S000269,PAR,35,17,Z,n.a.
Smp_347620,50249648,SJC_S006765,PAR,32,14,Z,n.a.
Smp_244530,50281597,SJC_S001148,PAR,32,14,Z,n.a.
Smp_341440,50319074,SJC_S023791,PAR,32,17,Z,n.a.
Smp_305870,50350556,SJC_S008428,PAR,32,13,Z,n.a.
Smp_337280,50535126,SJC_S001056,PAR,35,17,Z,n.a.
Smp_333120,50580167,SJC_S000898,PAR,35,15,Z,n.a.
Smp_157870,50655521,SJC_S000898,PAR,35,15,Z,n.a.
Smp_157860,50739466,SJC_S020523,PAR,37,19,Z,n.a.
Smp_157840,50909031,SJC_S003536,PAR,33,15,Z,n.a.
Smp_066050,50951111,SJC_S000158,PAR,34,18,Z,0.0345044333333333
Smp_157830,50988531,SJC_S000158,PAR,34,18,Z,0.0345044333333333
Smp_344880,51038549,SJC_S000811,SM_V7_4,35,26,Ambiguous,-0.0254652
Smp_244480,51120314,SJC_S000158,PAR,34,18,Z,0.0345044333333333
Smp_315740,51144213,SJC_S000158,PAR,34,18,Z,0.0345044333333333
Smp_157800,51191021,SJC_S000158,PAR,34,18,Z,0.0345044333333333
Smp_157790,51218867,SJC_S001548,PAR,34,15,Z,n.a.
Smp_065980,51312229,SJC_S025738,PAR,36,18,Z,n.a.
Smp_157780,51337935,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_157770,51356487,SJC_S001191,PAR,35,17,Z,n.a.
Smp_157760,51388377,SJC_S001191,PAR,35,17,Z,n.a.
Smp_323420,51437049,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_323440,51488898,SJC_S001551,PAR,230,28,Z,-0.0466114
Smp_157750,51501680,SJC_S001701,PAR,29,20,Ambiguous,0.5625
Smp_157740,51524955,SJC_S001084,PAR,30,17,Ambiguous,n.a.
Smp_157730,51555484,SJC_S002127,PAR,31,18,Ambiguous,n.a.
Smp_065890,51574691,SJC_S008451,PAR,26,19,Ambiguous,0.315597
Smp_157720,51593296,SJC_S008131,PAR,29,24,Autosome,n.a.
Smp_157710,51623495,SJC_S000845,PAR,32,22,Ambiguous,n.a.
Smp_157700,51658475,SJC_S000845,PAR,32,22,Ambiguous,n.a.
Smp_065840,51696974,SJC_S001134,PAR,32,26,Autosome,0.585534
Smp_157690,51723424,SJC_S002073,PAR,31,25,Autosome,n.a.
Smp_065810,51884225,SJC_S001765,PAR,32,29,Autosome,0.482741
Smp_157680,51907845,SJC_S001765,PAR,32,29,Autosome,0.482741
Smp_157670,51919866,SJC_S005807,PAR,32,26,Autosome,n.a.
Smp_157660,52000184,SJC_S008451,PAR,26,19,Ambiguous,0.315597
Smp_341050,52019165,SJC_S001798,PAR,28,21,Ambiguous,0.355666833333333
Smp_065770,52036539,SJC_S001798,PAR,28,21,Ambiguous,0.355666833333333
Smp_136070,52048422,SJC_S001798,PAR,28,21,Ambiguous,0.355666833333333
Smp_025570,52260451,SJC_S003606,PAR,29,25,Autosome,0.500890714285714
Smp_025560,52268450,SJC_S005033,PAR,29,21,Ambiguous,n.a.
Smp_323480,52276762,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_323490,52278586,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_323500,52282339,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_323510,52286092,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_336840,52289682,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_336850,52309867,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_178360,52325972,SJC_S003606,PAR,29,25,Autosome,0.500890714285714
Smp_025550,52349891,SJC_S007778,PAR,29,26,Autosome,n.a.
Smp_136050,52367211,SJC_S008439,PAR,30,26,Autosome,0.62571
Smp_136040,52391987,SJC_S008439,PAR,30,26,Autosome,0.62571
Smp_025510,52412791,SJC_S008439,PAR,30,26,Autosome,0.62571
Smp_136030,52443468,SJC_S008714,PAR,30,24,Autosome,n.a.
Smp_136010,52583929,SJC_S000048,SM_V7_3,31,29,Autosome,-0.00444816527878788
Smp_135990,52599987,SJC_S000493,SM_V7_2,36,33,Autosome,-0.00455155714285714
Smp_340500,52640629,SJC_S001264,PAR,34,31,Autosome,0.5526785
Smp_135980,52668598,SJC_S023837,PAR,29,28,Autosome,n.a.
Smp_340490,52686409,SJC_S000060,SM_V7_4,32,32,Autosome,0.449703317647059
Smp_135970,52701502,SJC_S018055,PAR,37,17,Z,n.a.
Smp_335140,52712087,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_025380,52731059,SJC_S001961,PAR,28,20,Ambiguous,n.a.
Smp_025370,52759941,SJC_S008703,PAR,24,27,Autosome,n.a.
Smp_347450,52788190,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_025360,52817435,SJC_S000060,SM_V7_4,32,32,Autosome,0.449703317647059
Smp_135960,52852009,SJC_S000060,SM_V7_4,32,32,Autosome,0.449703317647059
Smp_025340,52870553,SJC_S000060,SM_V7_4,32,32,Autosome,0.449703317647059
Smp_244470,52885059,SJC_S002680,PAR,37,32,Autosome,n.a.
Smp_210890,52940060,SJC_S001301,PAR,31,24,Autosome,0.554524307692308
Smp_135940,52966844,SJC_S001301,PAR,31,24,Autosome,0.554524307692308
Smp_135930,52975683,SJC_S001301,PAR,31,24,Autosome,0.554524307692308
Smp_135920,53002184,SJC_S001301,PAR,31,24,Autosome,0.554524307692308
Smp_135910,53006166,SJC_S000893,PAR,34,16,Z,n.a.
Smp_025260,53046820,SJC_S009840,PAR,29,15,Z,n.a.
Smp_135900,53053903,SJC_S001301,PAR,31,24,Autosome,0.554524307692308
Smp_135890,53095546,SJC_S003720,PAR,36,32,Autosome,0.4649848
Smp_135880,53136167,SJC_S003629,PAR,35,39,Autosome,0.545395333333333
Smp_135870,53154376,SJC_S002253,PAR,38,73,Autosome,0.448788
Smp_135860,53274648,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_323540,53295296,SJC_S000177,PAR,32,29,Autosome,0.38728576
Smp_025160,53349844,SJC_S000177,PAR,32,29,Autosome,0.38728576
Smp_025150,53390996,SJC_S000177,PAR,32,29,Autosome,0.38728576
Smp_135840,53422386,SJC_S000177,PAR,32,29,Autosome,0.38728576
Smp_025130,53442872,SJC_S000177,PAR,32,29,Autosome,0.38728576
Smp_135830,53460059,SJC_S000177,PAR,32,29,Autosome,0.38728576
Smp_025100,53482736,SJC_S000177,PAR,32,29,Autosome,0.38728576
Smp_135820,53560363,SJC_S000263,PAR,33,29,Autosome,0.4163775
Smp_212060,53668715,SJC_S000263,PAR,33,29,Autosome,0.4163775
Smp_212030,53705243,SJC_S000263,PAR,33,29,Autosome,0.4163775
Smp_323560,53732899,SJC_S000263,PAR,33,29,Autosome,0.4163775
Smp_135790,53735153,SJC_S000263,PAR,33,29,Autosome,0.4163775
Smp_323570,53811885,SJC_S002494,PAR,27,23,Autosome,0.143179666
Smp_157050,53888233,SJC_S014208,PAR,24,21,Autosome,0.5625
Smp_323580,53902717,SJC_S000925,PAR,30,24,Autosome,0.419541625
Smp_157070,53981617,SJC_S001349,PAR,28,21,Ambiguous,0.415107
Smp_157080,54045073,SJC_S002586,PAR,31,24,Autosome,0.417918833333333
Smp_064750,54070141,SJC_S001436,PAR,29,26,Autosome,n.a.
Smp_210510,54086641,SJC_S000101,PAR,28,25,Autosome,0.00992172173913044
Smp_210500,54231126,SJC_S026474,PAR,33,32,Autosome,n.a.
Smp_157100,54246376,SJC_S004063,SM_V7_1,28,23,Autosome,n.a.
Smp_344830,54272729,SJC_S001364,PAR,32,28,Autosome,0.501878857142857
Smp_323600,54307266,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_064800,54307274,SJC_S000382,PAR,32,45,Autosome,n.a.
Smp_344840,54316117,SJC_S000382,PAR,32,45,Autosome,n.a.
Smp_341020,54353256,SJC_S000648,PAR,23,31,Autosome,n.a.
Smp_157140,54356647,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_064860,54404296,SJC_S003752,PAR,35,34,Autosome,0.459209
Smp_064870,54414190,SJC_S003217,PAR,35,32,Autosome,n.a.
Smp_157150,54476944,SJC_S000249,SM_V7_6,38,36,Autosome,0.363392483333333
Smp_157160,54504183,SJC_S027886,PAR,35,30,Autosome,n.a.
Smp_244420,54531303,SJC_S000251,PAR,34,31,Autosome,0.381564547826087
Smp_244430,54636713,SJC_S000251,PAR,34,31,Autosome,0.381564547826087
Smp_157200,54652483,SJC_S000251,PAR,34,31,Autosome,0.381564547826087
Smp_157210,54686961,SJC_S009828,PAR,25,19,Autosome,0.585534
Smp_157220,54695947,SJC_S000251,PAR,34,31,Autosome,0.381564547826087
Smp_064950,54766867,SJC_S000251,PAR,34,31,Autosome,0.381564547826087
Smp_157230,54781393,SJC_S000251,PAR,34,31,Autosome,0.381564547826087
Smp_001940,54824540,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_046160,54850483,SJC_S000251,PAR,34,31,Autosome,0.381564547826087
Smp_046140,54984093,SJC_S000251,PAR,34,31,Autosome,0.381564547826087
Smp_046130,55012578,SJC_S000251,PAR,34,31,Autosome,0.381564547826087
Smp_046120,55057063,SJC_S000251,PAR,34,31,Autosome,0.381564547826087
Smp_146910,55074443,SJC_S000251,PAR,34,31,Autosome,0.381564547826087
Smp_046100,55143189,SJC_S000251,PAR,34,31,Autosome,0.381564547826087
Smp_046090,55172803,SJC_S000251,PAR,34,31,Autosome,0.381564547826087
